"﻿""id""",year,component,bug_class,affected_function,trigger,poc,fix_commit,fixed_in,alloc_arena,verdict,evidence,source,notes
gh-143228,2025,Python/perf_trampoline.c,use-after-free,py_trampoline_evaluator,interpreter finalization / module teardown ordering,,3ccc76f036bfaabb5a4631783b966501fe64859a,v3.13.12; v3.14.3,datastack-chunk,blind,read-the-source,https://github.com/python/cpython/commit/3ccc76f036bfaabb5a4631783b966501fe64859a | https://github.com/python/cpython/issues/143228,"gh-143228: Fix UAF in perf trampoline during finalization (#143233) || WHY THIS ARENA: _PyThreadState_PushFrame bump-allocates the frame inside a 16 KiB _PyStackChunk (Python/pystate.c:3167-3176; chunk size Include/cpython/pystate.h:65). _PyThreadState_PopFrame (pystate.c:3179-3206) never frees per frame; it retires the chunk to datastack_cached_chunk and releases only the previously cached one (pystate.c:3194), giving one chunk of hysteresis. The chunk is neither libc heap nor an obmalloc pool: allocate_chunk calls _PyObject_VirtualAlloc (pystate.c:1476), i.e. mmap -- a third distinct region. Qualification: a generator's frame is never on the datastack at all (it lives inline in the PyGenObject as gi_iframe, Objects/genobject.c:1096-1104), and a PyFrameObject that outlives its interpreter frame is copied out by take_ownership into _f_frame_data (Python/frame.c:48-89). || allocation site: _PyInterpreterFrame in Python/perf_trampoline.c, pushed by _PyThreadState_PushFrame (Python/pystate.c:3167) || backported as: de34f6d40442, 892757f05636"
gh-134144,2025,Python/pystate.c,use-after-free,tstate_delete_common,a zero-length or absent value on a path that assumed one existed,regression test added in the fix: Lib/test/test_interpreters/test_api.py,f2de1e6861c27bd498f598efc01600450979b5f9,v3.14.0,obmalloc-pool,blind,read-the-source,https://github.com/python/cpython/commit/f2de1e6861c27bd498f598efc01600450979b5f9 | https://github.com/python/cpython/issues/134144,"gh-134144: Fix use-after-free in zapthreads() (#134145) || WHY THIS ARENA: PyObject_Malloc and PyMem_Malloc are both wired to pymalloc in the default GIL build (Objects/obmalloc.c:436-439; --with-pymalloc defaults to yes, configure.ac:5297-5305). pymalloc_alloc (obmalloc.c:2493-2536) carves the block out of a pool inside an arena (16 KiB / 1 MiB on 64-bit with the radix tree; 4 KiB / 256 KiB otherwise, pycore_obmalloc.h:194-241). pymalloc_free (obmalloc.c:2765-2818) writes only the free-list link into the dead block and returns it to pool->freeblock. The block is NEVER passed to libc free at all: the arena itself is obtained by mmap and released by munmap in _PyMem_ArenaFree (obmalloc.c:682-708; plain free() is only the fallback for platforms with neither mmap nor VirtualAlloc), and even that happens only when a whole arena has emptied AND it is not the last one (obmalloc.c:2643). So a checker hooking malloc/free sees neither the object nor the arena. Threshold caveats: the window is 1..512 requested bytes (obmalloc.c:2504-2509), which under Py_DEBUG / PYTHONMALLOC=debug / -X dev becomes 1..488 because the debug wrapper adds 24 bytes (obmalloc.c:2986,3086); and the GC pre-header counts against it, so the object-size ceiling is 496 for a GC type and 480 for an ordinary class instance (Python/gc.c:2012-2013, pycore_object.h:850-858). || allocation site: PyThreadState instance; default tp_alloc is PyType_GenericAlloc -> _PyType_AllocNoTrack -> _PyObject_MallocWithType -> PyObject_Malloc (Objects/typeobject.c) || backported as: bb5f92adcf3c || size-dependency: this object is in a pool while the allocation is <=512 bytes; the same call falls through to PyMem_RawMalloc above that (obmalloc.c:2507,2549)."
gh-127705,2025,Python/stackrefs.c,double-free,_Py_stackref_get_object,a zero-length or absent value on a path that assumed one existed,,78d50e91ff31bc7fd0ac877cf59ee083e94d0915,v3.14.0,obmalloc-pool,blind,read-the-source,https://github.com/python/cpython/commit/78d50e91ff31bc7fd0ac877cf59ee083e94d0915 | https://github.com/python/cpython/issues/127705,"GH-127705: better double free message. (GH-130785) || WHY THIS ARENA: PyObject_Malloc and PyMem_Malloc are both wired to pymalloc in the default GIL build (Objects/obmalloc.c:436-439; --with-pymalloc defaults to yes, configure.ac:5297-5305). pymalloc_alloc (obmalloc.c:2493-2536) carves the block out of a pool inside an arena (16 KiB / 1 MiB on 64-bit with the radix tree; 4 KiB / 256 KiB otherwise, pycore_obmalloc.h:194-241). pymalloc_free (obmalloc.c:2765-2818) writes only the free-list link into the dead block and returns it to pool->freeblock. The block is NEVER passed to libc free at all: the arena itself is obtained by mmap and released by munmap in _PyMem_ArenaFree (obmalloc.c:682-708; plain free() is only the fallback for platforms with neither mmap nor VirtualAlloc), and even that happens only when a whole arena has emptied AND it is not the last one (obmalloc.c:2643). So a checker hooking malloc/free sees neither the object nor the arena. Threshold caveats: the window is 1..512 requested bytes (obmalloc.c:2504-2509), which under Py_DEBUG / PYTHONMALLOC=debug / -X dev becomes 1..488 because the debug wrapper adds 24 bytes (obmalloc.c:2986,3086); and the GC pre-header counts against it, so the object-size ceiling is 496 for a GC type and 480 for an ordinary class instance (Python/gc.c:2012-2013, pycore_object.h:850-858). || allocation site: PyObject instance; default tp_alloc is PyType_GenericAlloc -> _PyType_AllocNoTrack -> _PyObject_MallocWithType -> PyObject_Malloc (Objects/typeobject.c) || backported as: 6e5b9f3d0065 || size-dependency: this object is in a pool while the allocation is <=512 bytes; the same call falls through to PyMem_RawMalloc above that (obmalloc.c:2507,2549)."
gh-126108,2025,Python/sysmodule.c,null-deref,PySys_ResetWarnOptions,a zero-length or absent value on a path that assumed one existed,,fad36bf38248130bc48b81a5e7c31a7649a6456e,v3.12.9; v3.13.2; v3.14.0,system-malloc,caught,read-the-source,https://github.com/python/cpython/commit/fad36bf38248130bc48b81a5e7c31a7649a6456e | https://github.com/python/cpython/issues/126108,"gh-126108: Fix potential null pointer dereference in `PySys_AddWarnOptionUnicode` (#126118) || WHY THIS ARENA: Obtained through the raw domain, which obmalloc.c:840 wires to libc MALLOC_ALLOC (PyMem_RawMalloc/PyMem_RawFree), or by mmap; allocation and release are visible per object. || allocation site: every heap allocation in Python/sysmodule.c is in the raw domain (3 sites, e.g. Python/sysmodule.c:495  _Py_AuditHookEntry *e = (_Py_AuditHookEntry*)PyMem_RawMalloc() || backported as: 0468ea12305e, 40d7f745e958"
gh-148688,2026,Include/internal/pycore_blocks_output_buffer.h,double-free,,a zero-length or absent value on a path that assumed one existed,,d61fcf834d197f0113a6a507fdbecc1545d9d483,,obmalloc-pool,blind,read-the-source,https://github.com/python/cpython/commit/d61fcf834d197f0113a6a507fdbecc1545d9d483 | https://github.com/python/cpython/issues/148688,"gh-148688: Fix _BlocksOutputBuffer_Finish() double free (#148689) || WHY THIS ARENA: PyObject_Malloc and PyMem_Malloc are both wired to pymalloc in the default GIL build (Objects/obmalloc.c:436-439; --with-pymalloc defaults to yes, configure.ac:5297-5305). pymalloc_alloc (obmalloc.c:2493-2536) carves the block out of a pool inside an arena (16 KiB / 1 MiB on 64-bit with the radix tree; 4 KiB / 256 KiB otherwise, pycore_obmalloc.h:194-241). pymalloc_free (obmalloc.c:2765-2818) writes only the free-list link into the dead block and returns it to pool->freeblock. The block is NEVER passed to libc free at all: the arena itself is obtained by mmap and released by munmap in _PyMem_ArenaFree (obmalloc.c:682-708; plain free() is only the fallback for platforms with neither mmap nor VirtualAlloc), and even that happens only when a whole arena has emptied AND it is not the last one (obmalloc.c:2643). So a checker hooking malloc/free sees neither the object nor the arena. Threshold caveats: the window is 1..512 requested bytes (obmalloc.c:2504-2509), which under Py_DEBUG / PYTHONMALLOC=debug / -X dev becomes 1..488 because the debug wrapper adds 24 bytes (obmalloc.c:2986,3086); and the GC pre-header counts against it, so the object-size ceiling is 496 for a GC type and 480 for an ordinary class instance (Python/gc.c:2012-2013, pycore_object.h:850-858). || allocation site: a PyObject instance; every CPython type's default tp_alloc is PyType_GenericAlloc -> _PyType_AllocNoTrack -> _PyObject_MallocWithType -> PyObject_Malloc (Objects/typeobject.c), and every built-in tp_basicsize is far below the 512-byte pymalloc threshold (Include/internal/pycore_obmalloc.h:163) || size-dependency: this object is in a pool while the allocation is <=512 bytes; the same call falls through to PyMem_RawMalloc above that (obmalloc.c:2507,2549)."
gh-153809,2026,Modules/_asynciomodule.c,use-after-free,TaskObj_dealloc,,inline-in-issue https://github.com/python/cpython/issues/153809,506242706e43af85f841027b7bd7f022f8acd939,"3.14,3.15,3.16",obmalloc-pool,blind,read-the-source,https://github.com/python/cpython/commit/506242706e43af85f841027b7bd7f022f8acd939 | https://github.com/python/cpython/issues/153809,"GH-153809: Untrack TaskObj from GC before calling unregister_task (#154563) || WHY THIS ARENA: PyObject_Malloc and PyMem_Malloc are both wired to pymalloc in the default GIL build (Objects/obmalloc.c:436-439; --with-pymalloc defaults to yes, configure.ac:5297-5305). pymalloc_alloc (obmalloc.c:2493-2536) carves the block out of a pool inside an arena (16 KiB / 1 MiB on 64-bit with the radix tree; 4 KiB / 256 KiB otherwise, pycore_obmalloc.h:194-241). pymalloc_free (obmalloc.c:2765-2818) writes only the free-list link into the dead block and returns it to pool->freeblock. The block is NEVER passed to libc free at all: the arena itself is obtained by mmap and released by munmap in _PyMem_ArenaFree (obmalloc.c:682-708; plain free() is only the fallback for platforms with neither mmap nor VirtualAlloc), and even that happens only when a whole arena has emptied AND it is not the last one (obmalloc.c:2643). So a checker hooking malloc/free sees neither the object nor the arena. Threshold caveats: the window is 1..512 requested bytes (obmalloc.c:2504-2509), which under Py_DEBUG / PYTHONMALLOC=debug / -X dev becomes 1..488 because the debug wrapper adds 24 bytes (obmalloc.c:2986,3086); and the GC pre-header counts against it, so the object-size ceiling is 496 for a GC type and 480 for an ordinary class instance (Python/gc.c:2012-2013, pycore_object.h:850-858). || allocation site: PyObject instance; default tp_alloc is PyType_GenericAlloc -> _PyType_AllocNoTrack -> _PyObject_MallocWithType -> PyObject_Malloc (Objects/typeobject.c) || use-after-free in Modules/_asynciomodule.c / TaskObj_dealloc — fix: Untrack TaskObj from GC before calling unregister_task || size-dependency: this object is in a pool while the allocation is <=512 bytes; the same call falls through to PyMem_RawMalloc above that (obmalloc.c:2507,2549)."
gh-154871,2026,Modules/_asynciomodule.c,uninitialized-read,,,regression test added in the fix: Lib/test/test_asyncio/test_tasks.py | inline-in-issue https://github.com/python/cpython/issues/154871,afd10f0e28476f5ca0eaeac34ebf85dda2cdc6e5,v3.13.15,obmalloc-pool,blind,read-the-source,https://github.com/python/cpython/commit/afd10f0e28476f5ca0eaeac34ebf85dda2cdc6e5 | https://github.com/python/cpython/issues/154871,"gh-154871: Fix `asyncio.Task.get_context()` crash on uninitialized tasks (#154898) || WHY THIS ARENA: PyObject_Malloc and PyMem_Malloc are both wired to pymalloc in the default GIL build (Objects/obmalloc.c:436-439; --with-pymalloc defaults to yes, configure.ac:5297-5305). pymalloc_alloc (obmalloc.c:2493-2536) carves the block out of a pool inside an arena (16 KiB / 1 MiB on 64-bit with the radix tree; 4 KiB / 256 KiB otherwise, pycore_obmalloc.h:194-241). pymalloc_free (obmalloc.c:2765-2818) writes only the free-list link into the dead block and returns it to pool->freeblock. The block is NEVER passed to libc free at all: the arena itself is obtained by mmap and released by munmap in _PyMem_ArenaFree (obmalloc.c:682-708; plain free() is only the fallback for platforms with neither mmap nor VirtualAlloc), and even that happens only when a whole arena has emptied AND it is not the last one (obmalloc.c:2643). So a checker hooking malloc/free sees neither the object nor the arena. Threshold caveats: the window is 1..512 requested bytes (obmalloc.c:2504-2509), which under Py_DEBUG / PYTHONMALLOC=debug / -X dev becomes 1..488 because the debug wrapper adds 24 bytes (obmalloc.c:2986,3086); and the GC pre-header counts against it, so the object-size ceiling is 496 for a GC type and 480 for an ordinary class instance (Python/gc.c:2012-2013, pycore_object.h:850-858). || allocation site: every heap allocation in Modules/_asynciomodule.c is in the pymalloc domain (2 sites, e.g. Modules/_asynciomodule.c:2024  it = PyObject_GC_New(futureiterobject, state->FutureIterType);) || uninitialized-read in Modules/_asynciomodule.c — fix: Fix `asyncio.Task.get_context()` crash on uninitialized tasks || backported as: 8c2b72161e16, 83633e4aab95, 22aea1c47727 || size-dependency: this object is in a pool while the allocation is <=512 bytes; the same call falls through to PyMem_RawMalloc above that (obmalloc.c:2507,2549)."
gh-152951,2026,Modules/_collectionsmodule.c,refcount-error,deque_extend_impl,an error/failure path that leaves a pointer or refcount inconsistent,inline-in-issue https://github.com/python/cpython/issues/152951,a90576d72c8a409f7c3ffcaefafb13945e3405ab,,obmalloc-pool,blind,read-the-source,https://github.com/python/cpython/commit/a90576d72c8a409f7c3ffcaefafb13945e3405ab | https://github.com/python/cpython/issues/152951,"gh-152951 - Fix double DECREF when `newblock` fails during deque.extend calls (#152961) || WHY THIS ARENA: PyObject_Malloc and PyMem_Malloc are both wired to pymalloc in the default GIL build (Objects/obmalloc.c:436-439; --with-pymalloc defaults to yes, configure.ac:5297-5305). pymalloc_alloc (obmalloc.c:2493-2536) carves the block out of a pool inside an arena (16 KiB / 1 MiB on 64-bit with the radix tree; 4 KiB / 256 KiB otherwise, pycore_obmalloc.h:194-241). pymalloc_free (obmalloc.c:2765-2818) writes only the free-list link into the dead block and returns it to pool->freeblock. The block is NEVER passed to libc free at all: the arena itself is obtained by mmap and released by munmap in _PyMem_ArenaFree (obmalloc.c:682-708; plain free() is only the fallback for platforms with neither mmap nor VirtualAlloc), and even that happens only when a whole arena has emptied AND it is not the last one (obmalloc.c:2643). So a checker hooking malloc/free sees neither the object nor the arena. Threshold caveats: the window is 1..512 requested bytes (obmalloc.c:2504-2509), which under Py_DEBUG / PYTHONMALLOC=debug / -X dev becomes 1..488 because the debug wrapper adds 24 bytes (obmalloc.c:2986,3086); and the GC pre-header counts against it, so the object-size ceiling is 496 for a GC type and 480 for an ordinary class instance (Python/gc.c:2012-2013, pycore_object.h:850-858). || allocation site: dequeobject instance; default tp_alloc is PyType_GenericAlloc -> _PyType_AllocNoTrack -> _PyObject_MallocWithType -> PyObject_Malloc (Objects/typeobject.c) || double-free in Modules/_collectionsmodule.c / deque_extend_impl — fix: gh-152951 - Fix double DECREF when `newblock` fails during deque.extend calls || size-dependency: this object is in a pool while the allocation is <=512 bytes; the same call falls through to PyMem_RawMalloc above that (obmalloc.c:2507,2549)."
gh-145105,2026,Modules/_csv.c,crash-unclassified,Reader_iternext_lock_held,"re-entrant call back into Python (a dunder/callback) during a C operation, which frees or resizes the object the C code still holds",regression test added in the fix: Lib/test/test_csv.py | inline-in-issue https://github.com/python/cpython/issues/145105,20994b1809f9c162e4cae01a5af08bd492ede9f9,,obmalloc-pool,blind,read-the-source,https://github.com/python/cpython/commit/20994b1809f9c162e4cae01a5af08bd492ede9f9 | https://github.com/python/cpython/issues/145105,"gh-145105: Fix crash in csv.reader with re-entrant iterator (GH-145106) || WHY THIS ARENA: PyObject_Malloc and PyMem_Malloc are both wired to pymalloc in the default GIL build (Objects/obmalloc.c:436-439; --with-pymalloc defaults to yes, configure.ac:5297-5305). pymalloc_alloc (obmalloc.c:2493-2536) carves the block out of a pool inside an arena (16 KiB / 1 MiB on 64-bit with the radix tree; 4 KiB / 256 KiB otherwise, pycore_obmalloc.h:194-241). pymalloc_free (obmalloc.c:2765-2818) writes only the free-list link into the dead block and returns it to pool->freeblock. The block is NEVER passed to libc free at all: the arena itself is obtained by mmap and released by munmap in _PyMem_ArenaFree (obmalloc.c:682-708; plain free() is only the fallback for platforms with neither mmap nor VirtualAlloc), and even that happens only when a whole arena has emptied AND it is not the last one (obmalloc.c:2643). So a checker hooking malloc/free sees neither the object nor the arena. Threshold caveats: the window is 1..512 requested bytes (obmalloc.c:2504-2509), which under Py_DEBUG / PYTHONMALLOC=debug / -X dev becomes 1..488 because the debug wrapper adds 24 bytes (obmalloc.c:2986,3086); and the GC pre-header counts against it, so the object-size ceiling is 496 for a GC type and 480 for an ordinary class instance (Python/gc.c:2012-2013, pycore_object.h:850-858). || allocation site: PyObject instance; default tp_alloc is PyType_GenericAlloc -> _PyType_AllocNoTrack -> _PyObject_MallocWithType -> PyObject_Malloc (Objects/typeobject.c) || null-deref in Modules/_csv.c / Reader_iternext_lock_held — fix: Fix crash in csv.reader with re-entrant iterator || size-dependency: this object is in a pool while the allocation is <=512 bytes; the same call falls through to PyMem_RawMalloc above that (obmalloc.c:2507,2549)."
gh-151695,2026,Modules/_cursesmodule.c,use-after-free,_curses_init_pair_impl,a zero-length or absent value on a path that assumed one existed,inline-in-issue https://github.com/python/cpython/issues/151695,551f8e16f8bb38a1e9c6df259a2a0969493de070,v3.13.15; v3.14.7,obmalloc-pool,blind,read-the-source,https://github.com/python/cpython/commit/551f8e16f8bb38a1e9c6df259a2a0969493de070 | https://github.com/python/cpython/issues/151695,"gh-151695: Fix use-after-free of the curses screen encoding (GH-151696) || WHY THIS ARENA: PyObject_Malloc and PyMem_Malloc are both wired to pymalloc in the default GIL build (Objects/obmalloc.c:436-439; --with-pymalloc defaults to yes, configure.ac:5297-5305). pymalloc_alloc (obmalloc.c:2493-2536) carves the block out of a pool inside an arena (16 KiB / 1 MiB on 64-bit with the radix tree; 4 KiB / 256 KiB otherwise, pycore_obmalloc.h:194-241). pymalloc_free (obmalloc.c:2765-2818) writes only the free-list link into the dead block and returns it to pool->freeblock. The block is NEVER passed to libc free at all: the arena itself is obtained by mmap and released by munmap in _PyMem_ArenaFree (obmalloc.c:682-708; plain free() is only the fallback for platforms with neither mmap nor VirtualAlloc), and even that happens only when a whole arena has emptied AND it is not the last one (obmalloc.c:2643). So a checker hooking malloc/free sees neither the object nor the arena. Threshold caveats: the window is 1..512 requested bytes (obmalloc.c:2504-2509), which under Py_DEBUG / PYTHONMALLOC=debug / -X dev becomes 1..488 because the debug wrapper adds 24 bytes (obmalloc.c:2986,3086); and the GC pre-header counts against it, so the object-size ceiling is 496 for a GC type and 480 for an ordinary class instance (Python/gc.c:2012-2013, pycore_object.h:850-858). || allocation site: memory obtained via PyMem_Free in Modules/_cursesmodule.c (pymalloc domain, obmalloc.c:843-844) || use-after-free in Modules/_cursesmodule.c / _curses_init_pair_impl — fix: Fix use-after-free of the curses screen encoding || backported as: e514b4a279b9, 7b55e9a93e67, 022a018b5b85 || size-dependency: this object is in a pool while the allocation is <=512 bytes; the same call falls through to PyMem_RawMalloc above that (obmalloc.c:2507,2549)."
gh-152275,2026,Modules/_cursesmodule.c,integer-overflow,attr_converter,an oversized or overflowing length/size argument,regression test added in the fix: Lib/test/test_curses.py,7bf63facfd0ab15490f44ebfb03d010d73da1c4f,,obmalloc-pool,blind,read-the-source,https://github.com/python/cpython/commit/7bf63facfd0ab15490f44ebfb03d010d73da1c4f | https://github.com/python/cpython/issues/152275,"gh-152275: Add integer overflow guards to the curses chtype and color-pair packing path (GH-152303) || WHY THIS ARENA: PyObject_Malloc and PyMem_Malloc are both wired to pymalloc in the default GIL build (Objects/obmalloc.c:436-439; --with-pymalloc defaults to yes, configure.ac:5297-5305). pymalloc_alloc (obmalloc.c:2493-2536) carves the block out of a pool inside an arena (16 KiB / 1 MiB on 64-bit with the radix tree; 4 KiB / 256 KiB otherwise, pycore_obmalloc.h:194-241). pymalloc_free (obmalloc.c:2765-2818) writes only the free-list link into the dead block and returns it to pool->freeblock. The block is NEVER passed to libc free at all: the arena itself is obtained by mmap and released by munmap in _PyMem_ArenaFree (obmalloc.c:682-708; plain free() is only the fallback for platforms with neither mmap nor VirtualAlloc), and even that happens only when a whole arena has emptied AND it is not the last one (obmalloc.c:2643). So a checker hooking malloc/free sees neither the object nor the arena. Threshold caveats: the window is 1..512 requested bytes (obmalloc.c:2504-2509), which under Py_DEBUG / PYTHONMALLOC=debug / -X dev becomes 1..488 because the debug wrapper adds 24 bytes (obmalloc.c:2986,3086); and the GC pre-header counts against it, so the object-size ceiling is 496 for a GC type and 480 for an ordinary class instance (Python/gc.c:2012-2013, pycore_object.h:850-858). || allocation site: PyObject instance; default tp_alloc is PyType_GenericAlloc -> _PyType_AllocNoTrack -> _PyObject_MallocWithType -> PyObject_Malloc (Objects/typeobject.c) || size-dependency: this object is in a pool while the allocation is <=512 bytes; the same call falls through to PyMem_RawMalloc above that (obmalloc.c:2507,2549)."
gh-154749,2026,Modules/_cursesmodule.c,null-deref,_curses_set_term,a zero-length or absent value on a path that assumed one existed,regression test added in the fix: Lib/test/test_curses.py | inline-in-issue https://github.com/python/cpython/issues/154749,b099df5f177e43ebefde24a6714729277aa1bf8c,,obmalloc-pool,blind,read-the-source,https://github.com/python/cpython/commit/b099df5f177e43ebefde24a6714729277aa1bf8c | https://github.com/python/cpython/issues/154749,"gh-154749: Reject a terminal-less screen in curses.set_term() (GH-154750) || WHY THIS ARENA: PyObject_Malloc and PyMem_Malloc are both wired to pymalloc in the default GIL build (Objects/obmalloc.c:436-439; --with-pymalloc defaults to yes, configure.ac:5297-5305). pymalloc_alloc (obmalloc.c:2493-2536) carves the block out of a pool inside an arena (16 KiB / 1 MiB on 64-bit with the radix tree; 4 KiB / 256 KiB otherwise, pycore_obmalloc.h:194-241). pymalloc_free (obmalloc.c:2765-2818) writes only the free-list link into the dead block and returns it to pool->freeblock. The block is NEVER passed to libc free at all: the arena itself is obtained by mmap and released by munmap in _PyMem_ArenaFree (obmalloc.c:682-708; plain free() is only the fallback for platforms with neither mmap nor VirtualAlloc), and even that happens only when a whole arena has emptied AND it is not the last one (obmalloc.c:2643). So a checker hooking malloc/free sees neither the object nor the arena. Threshold caveats: the window is 1..512 requested bytes (obmalloc.c:2504-2509), which under Py_DEBUG / PYTHONMALLOC=debug / -X dev becomes 1..488 because the debug wrapper adds 24 bytes (obmalloc.c:2986,3086); and the GC pre-header counts against it, so the object-size ceiling is 496 for a GC type and 480 for an ordinary class instance (Python/gc.c:2012-2013, pycore_object.h:850-858). || allocation site: PyObject instance; default tp_alloc is PyType_GenericAlloc -> _PyType_AllocNoTrack -> _PyObject_MallocWithType -> PyObject_Malloc (Objects/typeobject.c) || null-deref in Modules/_cursesmodule.c / _curses_set_term — fix: Reject a terminal-less screen in curses.set_term() || size-dependency: this object is in a pool while the allocation is <=512 bytes; the same call falls through to PyMem_RawMalloc above that (obmalloc.c:2507,2549)."
gh-154751,2026,Modules/_cursesmodule.c,use-after-free,_curses_initscr_impl,a zero-length or absent value on a path that assumed one existed,regression test added in the fix: Lib/test/test_curses.py | inline-in-issue https://github.com/python/cpython/issues/154751,92efaff49b100371d66e356b0ab62c35ec7c5fe8,,system-malloc,caught,read-the-source,https://github.com/python/cpython/commit/92efaff49b100371d66e356b0ab62c35ec7c5fe8 | https://github.com/python/cpython/issues/154751,"gh-154751: Fix use-after-free in curses.initscr() after newterm() (GH-154752) || WHY THIS ARENA: Obtained through the raw domain, which obmalloc.c:840 wires to libc MALLOC_ALLOC (PyMem_RawMalloc/PyMem_RawFree), or by mmap; allocation and release are visible per object. || allocation site: ncurses-owned WINDOW/SCREEN allocated inside libncurses with libc malloc.  [symbol: newterm] || use-after-free in Modules/_cursesmodule.c / _curses_initscr_impl — fix: Fix use-after-free in curses.initscr() after newterm()"
gh-154781,2026,Modules/_cursesmodule.c,uninitialized-read,PyCursesWindow_in_wstr,,regression test added in the fix: Lib/test/test_curses.py,9c91fd958f3f16e2ea091013847cb024f9da5e48,,obmalloc-pool,blind,read-the-source,https://github.com/python/cpython/commit/9c91fd958f3f16e2ea091013847cb024f9da5e48 | https://github.com/python/cpython/issues/154781,"gh-154781: Fix garbage from curses window.in_wstr() (GH-154782) || WHY THIS ARENA: PyObject_Malloc and PyMem_Malloc are both wired to pymalloc in the default GIL build (Objects/obmalloc.c:436-439; --with-pymalloc defaults to yes, configure.ac:5297-5305). pymalloc_alloc (obmalloc.c:2493-2536) carves the block out of a pool inside an arena (16 KiB / 1 MiB on 64-bit with the radix tree; 4 KiB / 256 KiB otherwise, pycore_obmalloc.h:194-241). pymalloc_free (obmalloc.c:2765-2818) writes only the free-list link into the dead block and returns it to pool->freeblock. The block is NEVER passed to libc free at all: the arena itself is obtained by mmap and released by munmap in _PyMem_ArenaFree (obmalloc.c:682-708; plain free() is only the fallback for platforms with neither mmap nor VirtualAlloc), and even that happens only when a whole arena has emptied AND it is not the last one (obmalloc.c:2643). So a checker hooking malloc/free sees neither the object nor the arena. Threshold caveats: the window is 1..512 requested bytes (obmalloc.c:2504-2509), which under Py_DEBUG / PYTHONMALLOC=debug / -X dev becomes 1..488 because the debug wrapper adds 24 bytes (obmalloc.c:2986,3086); and the GC pre-header counts against it, so the object-size ceiling is 496 for a GC type and 480 for an ordinary class instance (Python/gc.c:2012-2013, pycore_object.h:850-858). || allocation site: PyObject instance; default tp_alloc is PyType_GenericAlloc -> _PyType_AllocNoTrack -> _PyObject_MallocWithType -> PyObject_Malloc (Objects/typeobject.c) || uninitialized-read in Modules/_cursesmodule.c / PyCursesWindow_in_wstr — fix: Fix garbage from curses window.in_wstr() || size-dependency: this object is in a pool while the allocation is <=512 bytes; the same call falls through to PyMem_RawMalloc above that (obmalloc.c:2507,2549)."
cpython-fcf0a987006e,2026,Modules/_datetimemodule.c,use-after-free,local_timezone_from_timestamp,,,fcf0a987006e1aa44cc36183f44679d3f3d64f7e,,stack-buffer,caught,read-the-source,https://github.com/python/cpython/commit/fcf0a987006e1aa44cc36183f44679d3f3d64f7e,"Fix a dangling pointer and reference leak in `local_timezone_from_timestamp` (#156598) || WHY THIS ARENA: An automatic (stack) buffer, not heap memory at all. It is created and destroyed by the function prologue/epilogue rather than by any allocator. || allocation site: automatic buffer declared at: char buf[100]"
gh-156598,2026,Modules/_datetimemodule.c,use-after-free,local_timezone_from_timestamp,,,295d31bdc064c1816fb5e3a73aa3f4b5304fc51a,,stack-buffer,caught,read-the-source,https://github.com/python/cpython/commit/295d31bdc064c1816fb5e3a73aa3f4b5304fc51a | https://github.com/python/cpython/issues/156598,"[3.14] Fix a dangling pointer and reference leak in `local_timezone_from_timestamp` (GH-156598) (#156644) || WHY THIS ARENA: An automatic (stack) buffer, not heap memory at all. It is created and destroyed by the function prologue/epilogue rather than by any allocator. || allocation site: automatic buffer declared at: char buf[100] || backported as: b708802e5ba5"
