id,year,component,bug_class,affected_function,trigger,poc,fix_commit,fixed_in,alloc_arena,verdict,evidence,source,notes
CVE-2019-19924,2019,core (window functions / parser error handling),uninitialized-read,sqlite3WindowRewrite() error handling,plain-SQL,,8654186b0236d556aa85528c2573ee0b6ab71be3,3.31.0 (2020-01-22),lookaside,blind,named-in-advisory,https://www.sqlite.org/cves.html,"core parse/query object allocated through sqlite3DbMallocRawNN (src/malloc.c:643) on a SELECT/DML parse, where lookaside is enabled; the struct fits the 1200 B slot. Freeing it is a freelist push at src/malloc.c:481, never free(), so revocation never runs. Release builds do not scrub a freed slot (the 0xaa memset at src/malloc.c:479 is under #ifdef SQLITE_DEBUG), so stale bytes can still be a valid pointer. Prior pass: uninitialised read from a RECYCLED lookaside slot may return a still-valid capability: the scrub PROVENANCE CAVEAT: this row arena was INHERITED from an earlier pass that classified partly by a per-file heuristic (which allocator the containing file calls), not by following this object to its allocation. An adversarial audit of 30 such rows found ~21 wrong, concentrated in exactly two classes: paths running under DisableLookaside (CREATE/ALTER-RENAME/loadStat4) wrongly marked lookaside, and extension rows whose mishandled object was a CORE-supplied sqlite3_value payload wrongly marked system-malloc. Every row the audit named has been corrected; this row was NOT individually re-derived and should be treated as unverified."
CVE-2019-19926,2019,core (window functions),uninitialized-read,multiSelect (error handling from sqlite3WindowRewrite),plain-SQL,,8428b3b437569338a9d1e10c4cd8154acbe33089,3.31.0 (2020-01-22),lookaside,blind,measured,https://www.sqlite.org/cves.html,"core parse/query object allocated through sqlite3DbMallocRawNN (src/malloc.c:643) on a SELECT/DML parse, where lookaside is enabled; the struct fits the 1200 B slot. Freeing it is a freelist push at src/malloc.c:481, never free(), so revocation never runs. Release builds do not scrub a freed slot (the 0xaa memset at src/malloc.c:479 is under #ifdef SQLITE_DEBUG), so stale bytes can still be a valid pointer. Prior pass: uninitialised read from a RECYCLED lookaside slot may return a still-valid capability: the scrub at malloc.c:429,468 is SQLITE_DEBUG-only, so release builds leave old contents in place MEASURED: the window-function PoC ""VALUES(1) INTERSECT SELECT * WINDOW f AS () ORDER BY x COLLATE nocase;"" run under ASAN at buggy commit 0232dade7977 is silent with lookaside ON and reports heap-use-after-free with -lookaside 0 0. The PoC does not by itself distinguish which of the two 2019 window-function CVEs it lands on, so the measurement is attached to both and neither is claimed uniquely. See ASAN-ARENA-PROBE-RESULTS.md."
CVE-2019-19959,2019,requires-extension:zipfile,heap-oob-read,zipfileUpdate / INSERT INTO zipfile with embedded NUL in filenames,requires-extension:zipfile,,d8f2d46cbc9925e034a68aaaf60aad788d9373c1,3.31.0 (2020-01-22),system-malloc,caught,named-in-advisory,https://www.sqlite.org/cves.html,"allocated by the extension itself via sqlite3_malloc*/sqlite3_realloc*. Verified globally: grep for sqlite3DbMalloc/DbFree/DbRealloc over ext/*.c returns NO files, while the same pattern over src/*.c returns 170 hits (positive control), so no shipped extension uses the connection allocator. Ordinary heap bounds and revocation apply. Prior pass: zipfile allocates via sqlite3_malloc PROVENANCE CAVEAT: this row arena was INHERITED from an earlier pass that classified partly by a per-file heuristic (which allocator the containing file calls), not by following this object to its allocation. An adversarial audit of 30 such rows found ~21 wrong, concentrated in exactly two classes: paths running under DisableLookaside (CREATE/ALTER-RENAME/loadStat4) wrongly marked lookaside, and extension rows whose mishandled object was a CORE-supplied sqlite3_value payload wrongly marked system-malloc. Every row the audit named has been corrected; this row was NOT individually re-derived and should be treated as unverified."
CVE-2019-20218,2019,core (parser error handling),uninitialized-read,selectExpander (WITH stack unwinding after a parse error),plain-SQL,,a6c1a71cde082e09750465d5675699062922e387,3.31.0 (2020-01-22),lookaside,blind,named-in-advisory,https://www.sqlite.org/cves.html,"core parse/query object allocated through sqlite3DbMallocRawNN (src/malloc.c:643) on a SELECT/DML parse, where lookaside is enabled; the struct fits the 1200 B slot. Freeing it is a freelist push at src/malloc.c:481, never free(), so revocation never runs. Release builds do not scrub a freed slot (the 0xaa memset at src/malloc.c:479 is under #ifdef SQLITE_DEBUG), so stale bytes can still be a valid pointer. Prior pass: uninitialised read from a RECYCLED lookaside slot may return a still-valid capability: the scrub PROVENANCE CAVEAT: this row arena was INHERITED from an earlier pass that classified partly by a per-file heuristic (which allocator the containing file calls), not by following this object to its allocation. An adversarial audit of 30 such rows found ~21 wrong, concentrated in exactly two classes: paths running under DisableLookaside (CREATE/ALTER-RENAME/loadStat4) wrongly marked lookaside, and extension rows whose mishandled object was a CORE-supplied sqlite3_value payload wrongly marked system-malloc. Every row the audit named has been corrected; this row was NOT individually re-derived and should be treated as unverified."
CVE-2019-5018,2019,"window functions (src/window.c, src/resolve.c)",use-after-free,sqlite3WindowRewrite() / exprListAppendList() (crash site); freeing happens in sqlite3WindowDelete() via selectWindowRewriteExprCb() -> selectWindowRewriteEList(),plain-SQL,PoC published as an init file for the sqlite3 shell in Cisco Talos advisory TALOS-2019-0777 (https://talosintelligence.com/vulnerability_reports/TALOS-2019-0777). The advisory says to run it as './sqlite3 -init poc' and gives register/stack state at the crash; the advisory page itself does not inline the SQL text. Talos blog write-up: https://blog.talosintelligence.com/vulnerability-spotlight-remote-code-63063210e63ef5e7e1ec3132/ || yes -- a Cisco Talos advisory with a working PoC; the advisory claims 'potentially resulting in remote code execution'. || https://www.talosintelligence.com/vulnerability_reports/TALOS-2019-0777 || yes -- a public EQUIVALENT in the upstream suite (test/windowerr.tcl): `SELECT sum( sum(a) OVER () ) FROM t1;` and `SELECT sum(a) OVER () AS xyz FROM t1 ORDER BY sum(xyz);`. The original Cisco Talos artifact is still withheld.,4ded26a53c4df312e9fd06facbbf70377e969983,3.28.0,lookaside,blind,named-in-advisory,https://www.sqlite.org/cves.html,"core parse/query object allocated through sqlite3DbMallocRawNN (src/malloc.c:643) on a SELECT/DML parse, where lookaside is enabled; the struct fits the 1200 B slot. Freeing it is a freelist push at src/malloc.c:481, never free(), so revocation never runs. Release builds do not scrub a freed slot (the 0xaa memset at src/malloc.c:479 is under #ifdef SQLITE_DEBUG), so stale bytes can still be a valid pointer. Prior pass: parse-tree objects come from sqlite3DbMallocRaw; small allocs are lookaside slots recycled on a c PROVENANCE CAVEAT: this row arena was INHERITED from an earlier pass that classified partly by a per-file heuristic (which allocator the containing file calls), not by following this object to its allocation. An adversarial audit of 30 such rows found ~21 wrong, concentrated in exactly two classes: paths running under DisableLookaside (CREATE/ALTER-RENAME/loadStat4) wrongly marked lookaside, and extension rows whose mishandled object was a CORE-supplied sqlite3_value payload wrongly marked system-malloc. Every row the audit named has been corrected; this row was NOT individually re-derived and should be treated as unverified."
CVE-2019-5827,2019,core (32-bit size arithmetic; virtual tables),integer-overflow,addModuleArgument,plain-SQL,,0aa3231ff0af4873cee2b044d1ba2b55688152b9,3.28.0,system-malloc,caught,read-the-source,https://nvd.nist.gov/vuln/detail/CVE-2019-5827,"nBytes = sizeof(char*)*(2+pTable->nModuleArg) computed as int, then azModuleArg = sqlite3DbRealloc(db, ..., nBytes) (src/vtab.c:371 in 3.53.4, src/vtab.c:305 pre-fix) - the int overflows to a small or negative size and the subsequent azModuleArg[nModuleArg++] writes past the block; allocated while parsing CREATE VIRTUAL TABLE, so createkw (src/parse.y:183) has already disabled lookaside -> system heap, and the write leaves the block anyway; sibling commit 3b574e4ea972c8eda4ee8ae9a460af229f8a042a (fossil 07ee06fd390bfebe, also cited by NVD) converts fts3/fts5/rtree sqlite3_malloc to sqlite3_malloc64, which is system heap too, so the verdict is the same whichever check-in the Chrome report meant"
CVE-2019-8457,2019,requires-extension:rtree,heap-oob-read,rtreenode() on invalid rtree tables,corrupt-db-file,,e41fd72acc7a06ce5a6a7d28154db1ffe8ba37a8,3.28.0,lookaside,blind,read-the-source,https://www.sqlite.org/cves.html,"allocated by the extension itself via sqlite3_malloc*/sqlite3_realloc*. Verified globally: grep for sqlite3DbMalloc/DbFree/DbRealloc over ext/*.c returns NO files, while the same pattern over src/*.c returns 170 hits (positive control), so no shipped extension uses the connection allocator. Ordinary CORRECTED after adversarial audit (instrumented, positive+negative controlled): node.zData = (u8*)sqlite3_value_blob(apArg[1]) at ext/rtree/rtree.c:3781 - rtree allocates NOTHING here. The object is a core-supplied sqlite3_value payload; measured, a small blob argument (literal, bound, column value or expression result) is a 128 B lookaside slot. This is the exception the arena test documents and that the inherited per-directory heuristic could not see."
CVE-2019-9936,2019,FTS5,heap-oob-read,fts5HashEntrySort,plain-SQL,,d406d0726267d7691e7ce121da100e941bc0845a,3.28.0,system-malloc,caught,read-the-source,https://github.com/sqlite/sqlite/commit/d406d0726267d7691e7ce121da100e941bc0845a,"the compared key is fts5EntryKey(pIter), the bytes following the Fts5HashEntry header in one sqlite3_malloc64(nByte) block per entry at ext/fts5/fts5_hash.c:284, grown by sqlite3_realloc64 at :326 (tree read: d406d072^). memcmp read nTerm bytes without first checking pIter->nKey+1>=nTerm, so a prefix query whose term is longer than a stored term reads past the entry block. system heap."
fossil:16472112b6886ada,2019,FTS5,heap-oob-read,,corrupt-db-file,,bfe33f80dd58c6dfe7da2c7218253c34ebd05a0d,3.30.0,system-malloc,caught,named-in-advisory,https://sqlite.org/src/info/16472112b6886ada,"allocated by the extension itself via sqlite3_malloc*/sqlite3_realloc*. Verified globally: grep for sqlite3DbMalloc/DbFree/DbRealloc over ext/*.c returns NO files, while the same pattern over src/*.c returns 170 hits (positive control), so no shipped extension uses the connection allocator. Ordinary heap bounds and revocation apply. Prior pass: fts5 allocates via sqlite3_malloc PROVENANCE CAVEAT: this row arena was INHERITED from an earlier pass that classified partly by a per-file heuristic (which allocator the containing file calls), not by following this object to its allocation. An adversarial audit of 30 such rows found ~21 wrong, concentrated in exactly two classes: paths running under DisableLookaside (CREATE/ALTER-RENAME/loadStat4) wrongly marked lookaside, and extension rows whose mishandled object was a CORE-supplied sqlite3_value payload wrongly marked system-malloc. Every row the audit named has been corrected; this row was NOT individually re-derived and should be treated as unverified."
fossil:1dfc95b8673b0e8c,2019,ext-misc:dbdata (sqlite_dbdata),heap-oob-read,dbdataLoadPage,corrupt-db-file+requires-extension:dbdata,,5985dcbf5e04fdc2e2312be0c5f9889691967e8a,3.29.0,system-malloc,caught,read-the-source,https://github.com/sqlite/sqlite/commit/5985dcbf5e04fdc2e2312be0c5f9889691967e8a,"the page image was allocated exactly nCopy bytes, pPage = (u8*)sqlite3_malloc64(nCopy) at ext/misc/dbdata.c:337 pre-fix, while the record walker can read a varint from near the end of a corrupt page and run off it; the fix adds DBDATA_PADDING_BYTES(100) of zeroed slack, the same trick already used for pCsr->pRec; sqlite3_malloc64 -> system heap and the overread leaves the block; sibling issue fossil:5cd728fb6b3a70f7 covers the pRec/aPage cursor overreads in the same module"
fossil:355afd77df21a226,2019,FTS5,heap-oob-read,,corrupt-db-file,,db5ed35609338f6960975433ed16cb86dfd4fc0f,3.31.0,system-malloc,caught,named-in-advisory,https://sqlite.org/src/info/355afd77df21a226,"allocated by the extension itself via sqlite3_malloc*/sqlite3_realloc*. Verified globally: grep for sqlite3DbMalloc/DbFree/DbRealloc over ext/*.c returns NO files, while the same pattern over src/*.c returns 170 hits (positive control), so no shipped extension uses the connection allocator. Ordinary heap bounds and revocation apply. Prior pass: fts5 allocates via sqlite3_malloc PROVENANCE CAVEAT: this row arena was INHERITED from an earlier pass that classified partly by a per-file heuristic (which allocator the containing file calls), not by following this object to its allocation. An adversarial audit of 30 such rows found ~21 wrong, concentrated in exactly two classes: paths running under DisableLookaside (CREATE/ALTER-RENAME/loadStat4) wrongly marked lookaside, and extension rows whose mishandled object was a CORE-supplied sqlite3_value payload wrongly marked system-malloc. Every row the audit named has been corrected; this row was NOT individually re-derived and should be treated as unverified."
fossil:5cd728fb6b3a70f7,2019,ext-misc:dbdata (sqlite_dbdata),heap-oob-read,dbdataNext / dbdataColumn,corrupt-db-file+requires-extension:dbdata,,9c34bc0ad53a05cb4ea4b59e64e956564404b5c7,3.29.0,system-malloc,caught,read-the-source,https://github.com/sqlite/sqlite/commit/9c34bc0ad53a05cb4ea4b59e64e956564404b5c7,"pCsr->pHdrPtr was advanced past &pCsr->pRec[pCsr->nRec] before being dereferenced, and dbdataColumn indexed pCsr->aPage[iOff] with iOff taken from a corrupt cell-pointer array without checking it against nPage; both buffers are sqlite3_malloc64 - pCsr->pRec at ext/misc/dbdata.c:572 and pCsr->aPage via dbdataLoadPage at ext/misc/dbdata.c:334 (line numbers at commit 9c34bc0ad53a) - so system heap and the overread leaves the block"
fossil:92893b7980cbb0c6,2019,window functions,use-after-free,,,,fcc057db259c9a85fa2fdd6017bb479f72ff06b6,3.31.0,lookaside,blind,named-in-advisory,https://sqlite.org/src/info/92893b7980cbb0c6,"core parse/query object allocated through sqlite3DbMallocRawNN (src/malloc.c:643) on a SELECT/DML parse, where lookaside is enabled; the struct fits the 1200 B slot. Freeing it is a freelist push at src/malloc.c:481, never free(), so revocation never runs. Release builds do not scrub a freed slot (the 0xaa memset at src/malloc.c:479 is under #ifdef SQLITE_DEBUG), so stale bytes can still be a valid pointer. Prior pass: window function is core parse/query machinery PROVENANCE CAVEAT: this row arena was INHERITED from an earlier pass that classified partly by a per-file heuristic (which allocator the containing file calls), not by following this object to its allocation. An adversarial audit of 30 such rows found ~21 wrong, concentrated in exactly two classes: paths running under DisableLookaside (CREATE/ALTER-RENAME/loadStat4) wrongly marked lookaside, and extension rows whose mishandled object was a CORE-supplied sqlite3_value payload wrongly marked system-malloc. Every row the audit named has been corrected; this row was NOT individually re-derived and should be treated as unverified."
fossil:d45bee36f2c1091a,2019,window functions,use-after-free,,,,fb8ac325d769248e45eaa056adf4da9960bdd9c3,3.27.0,lookaside,blind,named-in-advisory,https://sqlite.org/src/info/d45bee36f2c1091a,"core parse/query object allocated through sqlite3DbMallocRawNN (src/malloc.c:643) on a SELECT/DML parse, where lookaside is enabled; the struct fits the 1200 B slot. Freeing it is a freelist push at src/malloc.c:481, never free(), so revocation never runs. Release builds do not scrub a freed slot (the 0xaa memset at src/malloc.c:479 is under #ifdef SQLITE_DEBUG), so stale bytes can still be a valid pointer. Prior pass: window function is core parse/query machinery PROVENANCE CAVEAT: this row arena was INHERITED from an earlier pass that classified partly by a per-file heuristic (which allocator the containing file calls), not by following this object to its allocation. An adversarial audit of 30 such rows found ~21 wrong, concentrated in exactly two classes: paths running under DisableLookaside (CREATE/ALTER-RENAME/loadStat4) wrongly marked lookaside, and extension rows whose mishandled object was a CORE-supplied sqlite3_value payload wrongly marked system-malloc. Every row the audit named has been corrected; this row was NOT individually re-derived and should be treated as unverified."
fossil:e01fdbf9f700e1bd,2019,FTS3,heap-oob-read,,corrupt-db-file,,8aa706e748e0392e0b1a432f2f750bce1e457e54,3.31.0,system-malloc,caught,named-in-advisory,https://sqlite.org/src/info/e01fdbf9f700e1bd,"allocated by the extension itself via sqlite3_malloc*/sqlite3_realloc*. Verified globally: grep for sqlite3DbMalloc/DbFree/DbRealloc over ext/*.c returns NO files, while the same pattern over src/*.c returns 170 hits (positive control), so no shipped extension uses the connection allocator. Ordinary heap bounds and revocation apply. Prior pass: fts3 allocates via sqlite3_malloc PROVENANCE CAVEAT: this row arena was INHERITED from an earlier pass that classified partly by a per-file heuristic (which allocator the containing file calls), not by following this object to its allocation. An adversarial audit of 30 such rows found ~21 wrong, concentrated in exactly two classes: paths running under DisableLookaside (CREATE/ALTER-RENAME/loadStat4) wrongly marked lookaside, and extension rows whose mishandled object was a CORE-supplied sqlite3_value payload wrongly marked system-malloc. Every row the audit named has been corrected; this row was NOT individually re-derived and should be treated as unverified."
sqlite-0062ddd4c946,2019,FTS5,heap-oob-read,fts5AppendPoslist,corrupt-db-file,,0062ddd4c946b727cb9b2e876878fa133e5738f7,3.27.0,system-malloc,caught,read-the-source,https://github.com/sqlite/sqlite/commit/0062ddd4c946b727cb9b2e876878fa133e5738f7,"pBuf Fts5Buffer payload grown by fts5BufferGrow -> sqlite3Fts5BufferSize -> sqlite3_realloc64, ext/fts5/fts5_buffer.c:25 (tree read: 0062ddd4^). The buffer was grown to nData+9+9 with no FTS5_DATA_ZERO_PADDING and the trailing bytes were never zeroed, so a later varint read past the logical end consumed adjacent heap bytes. system heap."
sqlite-25e3073741c2,2019,FTS5,use-after-free,fts5MultiIterFree / fts5StructureRelease,plain-SQL,,25e3073741c2bc23b846bd74dc50334295dd2c1a,3.27.0,system-malloc,caught,read-the-source,https://github.com/sqlite/sqlite/commit/25e3073741c2bc23b846bd74dc50334295dd2c1a,"Fts5Structure from sqlite3Fts5MallocZero -> sqlite3_malloc64 in fts5StructureDecode, ext/fts5/fts5_index.c:872 (tree read: 25e30737^). Fts5Iter kept its own pStruct pointer and released it in fts5MultiIterFree, so modifying the table under an active cursor could release the same structure twice or use it after release; the fix removes the field. Extension memory is sqlite3_malloc'd, so the free and the revocation event are visible."
sqlite-29fa6b664279,2019,FTS3,heap-oob-read,fts3ColumnFilter,corrupt-db-file,,29fa6b6642793aef1ed50a82046f586ef0c60e9d,3.29.0,system-malloc,caught,read-the-source,https://github.com/sqlite/sqlite/commit/29fa6b6642793aef1ed50a82046f586ef0c60e9d,"pList/pEnd point into Fts3MultiSegReader.aBuffer, sqlite3_realloc at ext/fts3/fts3_write.c:2651, or into a %_segments node block from sqlite3Fts3ReadBlock -> sqlite3_malloc; callers at fts3_write.c:2713 and :2960 (tree read: 29fa6b66^). A corrupt position list drives nList negative, so &pList[nList] moves before pList and the memset length pEnd-&pList[nList] exceeds the buffer. Extension memory: sqlite3_realloc -> system heap."
sqlite-2c7a73eaea4a,2019,FTS3,heap-overflow-write,fts3SegWriterAdd,corrupt-db-file,,2c7a73eaea4a5c482fcdeb59d548df0464cd3d69,3.27.0,system-malloc,caught,read-the-source,https://github.com/sqlite/sqlite/commit/2c7a73eaea4a5c482fcdeb59d548df0464cd3d69,"pWriter->aData = sqlite3_malloc(p->nNodeSize) at ext/fts3/fts3_write.c:2239, grown by sqlite3_realloc at :2308 (tree read: 2c7a73ea^). With a corrupt non-increasing term sequence nSuffix = nTerm-nPrefix goes <= 0, so nReq under-counts the space needed and memcpy(&pWriter->aData[nData], &zTerm[nPrefix], nSuffix) at :2318 takes a negative length as a huge size_t. system heap."
sqlite-3993397e6c2a,2019,FTS5,heap-oob-read,fts5TrimSegments,corrupt-db-file,,3993397e6c2a1f754c52b4a4a999367e2ea8f0c9,3.27.0,system-malloc,caught,read-the-source,https://github.com/sqlite/sqlite/commit/3993397e6c2a1f754c52b4a4a999367e2ea8f0c9,"pData from fts5DataRead -> sqlite3_malloc64(sizeof(Fts5Data)+nByte+FTS5_DATA_PADDING) at ext/fts5/fts5_index.c:676 (tree read: 3993397e^). The raw fts5DataRead does not validate szLeaf against nn, so the subsequent offset arithmetic indexed pData->p out of range during a merge; the fix switches the call to fts5LeafRead, which validates. system heap."
sqlite-43a6e4d3df1a,2019,FTS5,heap-oob-read,fts5TrimSegments,corrupt-db-file,,43a6e4d3df1a30ddf953cdb438f84f1fab9499bd,3.28.0,system-malloc,caught,read-the-source,https://github.com/sqlite/sqlite/commit/43a6e4d3df1a30ddf953cdb438f84f1fab9499bd,"pData is an Fts5Data from fts5DataRead -> sqlite3_malloc64(sizeof(Fts5Data)+nByte+ FTS5_DATA_PADDING) at ext/fts5/fts5_index.c:676, with pRet->p pointing at &pRet[1] inside that same block (tree read: 43a6e4d3^). pSeg->iPgidxOff was not checked against pData->nn, so fts5BufferAppendBlob copied pData->nn-iPgidxOff bytes (negative, i.e. huge as a length) from &pData->p[iPgidxOff]. system heap."
sqlite-813ed78054b8,2019,FTS3,heap-oob-read,fts3DoclistOrMerge,corrupt-db-file,,813ed78054b8d765631150fad12bd60cd437e263,3.27.0,system-malloc,caught,read-the-source,https://github.com/sqlite/sqlite/commit/813ed78054b8d765631150fad12bd60cd437e263,aOut = sqlite3_malloc64((i64)n1+n2+FTS3_VARINT_MAX-1) at ext/fts3/fts3.c:2551 (tree read: 813ed780^); the fix adds FTS3_BUFFER_PADDING=8 and zeroes it. A prefix query over a corrupt doclist read a varint just past the written region of that block. system heap.
sqlite-8f5b14a5c25d,2019,FTS5,heap-oob-read,fts5DecodeFunction,requires-extension:fts5+corrupt-db-file,,8f5b14a5c25d7ee74d9b97121df54fbe987b2750,3.27.0,system-malloc,caught,read-the-source,https://github.com/sqlite/sqlite/commit/8f5b14a5c25d7ee74d9b97121df54fbe987b2750,"a = sqlite3Fts5MallocZero(&rc, n+FTS5_DATA_ZERO_PADDING) -> sqlite3_malloc64, ext/fts5/fts5_index.c:6310 (tree read: 8f5b14a5^). It is a private copy of the sqlite3_value blob, so the core Mem payload behind sqlite3_value_blob() is NOT the object read here. nDoclist computed from a corrupt iTermOff/szLeaf let fts5DecodeDoclist read past a+n."
sqlite-98d63579be4d,2019,FTS5,heap-overflow-write,fts5StructureReadUncached (leaves pConfig->pgsz==0),corrupt-db-file,,98d63579be4de635e5f687929ba2553f5b725661,3.29.0,system-malloc,caught,read-the-source,https://github.com/sqlite/sqlite/commit/98d63579be4de635e5f687929ba2553f5b725661,"Fts5PageWriter.buf payload from sqlite3Fts5BufferSize -> sqlite3_realloc64, ext/fts5/fts5_buffer.c:25 (tree read: 98d63579^). fts5WriteInit sizes writer.buf and writer.pgidx to pConfig->pgsz+FTS5_DATA_PADDING (ext/fts5/fts5_index.c:4094 and :4108-4109); when the structure cookie matched but the config had never been loaded pgsz stays 0, so the buffers hold only the padding while the merge path uses fts5BufferSafeAppend* which write without growing (the invariant is asserted at fts5_index.c:4526 and :4037). fts5 never uses the connection allocator, so this is plain system heap and both bounds and revocation apply."
sqlite-9d70284022fb,2019,test code,heap-oob-read,instrFunc,plain-SQL,,9d70284022fbc4d7fecb4c4b60f98589e6897a9f,3.30.0,system-malloc,caught,read-the-source,https://github.com/sqlite/sqlite/commit/9d70284022fbc4d7fecb4c4b60f98589e6897a9f,"The overread buffer is the text of pC1 = sqlite3_value_dup(argv[0]): sqlite3_value_dup does sqlite3_malloc(sizeof(Mem)) and sets pNew->db = 0 (src/vdbeapi.c:354-359), so the subsequent sqlite3VdbeMemMakeWriteable/encoding conversion calls sqlite3DbMallocRaw(0,n), which falls straight to sqlite3Malloc (src/malloc.c:636-641). System heap, no lookaside. nHaystack/nNeedle were taken from argv[] before the UTF-8 conversion, so they could exceed the converted buffer and the scan ran past its end; caught."
sqlite-a47e45f734d7,2019,FTS5,heap-oob-read,fts5DecodeFunction,requires-extension:fts5+corrupt-db-file,,a47e45f734d793d82421c383bfa90547436989f6,3.27.0,system-malloc,caught,read-the-source,https://github.com/sqlite/sqlite/commit/a47e45f734d793d82421c383bfa90547436989f6,"term is an Fts5Buffer whose payload comes from sqlite3Fts5BufferSize -> sqlite3_realloc64 (ext/fts5/fts5_buffer.c:25); it holds a prefix-compressed term rebuilt from the private decode copy a = sqlite3Fts5MallocZero(&rc, n+FTS5_DATA_ZERO_PADDING) at ext/fts5/fts5_index.c:6310 (tree read: a47e45f7^). A corrupt record let the prefix length nByte exceed term.n, and setting term.n=nByte made later reads run past what had been written. system heap."
sqlite-a7839317940f,2019,FTS3,heap-oob-read,fts3PoslistPhraseMerge (buffer from fts3EvalIncrPhraseNext),corrupt-db-file,,a7839317940fc8856732d7c33495c5f2be1c60c1,3.27.0,system-malloc,caught,read-the-source,https://github.com/sqlite/sqlite/commit/a7839317940fc8856732d7c33495c5f2be1c60c1,aDoclist = sqlite3_malloc(nByte+1) at ext/fts3/fts3.c:4619 (tree read: a7839317^); the fix pads it to nByte+FTS3_BUFFER_PADDING and zeroes the padding. A corrupt position list made fts3GetDeltaVarint yield a negative position (the removed asserts) and the merge walked past the end of that block. system heap.
sqlite-b92b019fe3d0,2019,FTS5,heap-oob-read,fts5SegIterLoadTerm,corrupt-db-file,,b92b019fe3d0669504a94dd8c26b63d5dd52441e,3.27.0,system-malloc,caught,read-the-source,https://github.com/sqlite/sqlite/commit/b92b019fe3d0669504a94dd8c26b63d5dd52441e,"a = pIter->pLeaf->p, the payload of an Fts5Data from fts5DataRead -> sqlite3_malloc64(sizeof(Fts5Data)+nByte+FTS5_DATA_PADDING) at ext/fts5/fts5_index.c:676 (tree read: b92b019f^). A zero-length new term (nNew==0) left the iterator term inconsistent and an fts5vocab query then read past the leaf block. system heap."
sqlite-bebea908b895,2019,FTS3,heap-oob-read,nodeReaderNext,corrupt-db-file,,bebea908b89552e9f744590b08a2d98df311b0af,3.29.0,system-malloc,caught,read-the-source,https://github.com/sqlite/sqlite/commit/bebea908b89552e9f744590b08a2d98df311b0af,"NodeReader.aNode is either a %_segments block from sqlite3Fts3ReadBlock -> sqlite3_malloc(nByte+FTS3_NODE_PADDING) or NodeWriter.block.a, a Blob grown by blobGrowBuffer -> sqlite3_realloc at ext/fts3/fts3_write.c:3720 and handed to nodeReaderInit at :4295 with no padding (tree read: bebea908^). A zero-length suffix consumes no payload, so p->iOff can reach p->nNode and the following fts3GetVarint32(&p->aNode[p->iOff],...) reads at or past the end of that realloc block. Extension memory -> system heap."
sqlite-c12655df8780,2019,FTS5,heap-overflow-write,fts5MergePrefixLists,corrupt-db-file,,c12655df87805b40eb6cf203a17ff3bc977f3574,3.29.0,system-malloc,caught,read-the-source,https://github.com/sqlite/sqlite/commit/c12655df87805b40eb6cf203a17ff3bc977f3574,"out Fts5Buffer payload from sqlite3Fts5BufferSize -> sqlite3_realloc64, ext/fts5/fts5_buffer.c:25 (tree read: c12655df^). The buffer was sized p1->n+p2->n+9; corrupt position lists let sqlite3Fts5PoslistNext64's -1 EOF marker be appended as up to two extra 10-byte positions, so fts5BufferSafeAppend* writes past the allocation. fts5 allocates only via sqlite3_malloc*."
sqlite-c589acbc501f,2019,virtual tables,use-after-free,sqlite3VtabCallDestroy,plain-SQL,,c589acbc501fa0f04e1f818b2fce94131fd05542,3.29.0,system-malloc,caught,read-the-source,https://github.com/sqlite/sqlite/commit/c589acbc501fa0f04e1f818b2fce94131fd05542,"Table from sqlite3DbMallocZero(db,sizeof(Table)) in sqlite3StartTable, src/build.c:968 (tree read: c589acbc^). Built while parsing CREATE VIRTUAL TABLE, and createkw (src/parse.y:212) calls disableLookaside which sets lookaside.sz=0, so schema Table objects are ordinary sqlite3Malloc despite the sqlite3DbMallocZero call - the CREATE trap. A vtab xDestroy method could re-enter and sqlite3DeleteTable the Table, after which sqlite3VtabCallDestroy still used it; the fix takes an nTabRef reference. The free goes sqlite3DbFree -> sqlite3_free, so revocation applies."
sqlite-c7def600bd2e,2019,FTS3,heap-oob-read,fts3TermSelectMerge,corrupt-db-file,,c7def600bd2e00c1b7cdec9541077d5b1f737ab8,3.27.0,system-malloc,caught,read-the-source,https://github.com/sqlite/sqlite/commit/c7def600bd2e00c1b7cdec9541077d5b1f737ab8,"pTS->aaOutput[0] = sqlite3_malloc(nDoclist+FTS3_VARINT_MAX+1) at ext/fts3/fts3.c:2809 (tree read: c7def600^). The trailing FTS3_VARINT_MAX bytes were allocated but never zeroed, so a varint read past nDoclist consumed stale heap bytes. The read stays inside the sqlite3_malloc block, so it is an uninitialised in-bounds read rather than a bounds violation; the block itself is plain system heap."
